á.	 'a
anaxagórico.	 ,&naSag'O*ikU
Anaxarco.	 ,&naS'a*@-kU
mbrola: Warning: r-k unkown, replaced with _-_
Anaxarete.	 ,&naSa*'EtSy
anaxatre.	 ,&naS'atRy
anaxeto.	 ,&naks'EtU
Anaxágoras.	 ,&naS'ago*&s
anaxial.	 ,&naksi;'aU
Anaximandro.	 ,&naksim'&~NdRU
anaximênico.	 ,&naksim'enikU
anaxirona.	 ,&naksi*'on&
Anaxímenes.	 ,&naks'imenys
anaxônico.	 ,&naks'onikU
anaxônio.	 ,&naks'onjU
anaxírida.	 ,&naks'i*id&
anaz.	 &~n'as
anazarbeno.	 ,&naza*@-b'enU
mbrola: Warning: r-b unkown, replaced with _-_
anazoleno.	 ,&nazol'enU
anazotúria.	 ,&nazot'u*j&
anazoturia.	 ,&naz,otu*'i;&
anazótico.	 ,&naz'OtSikU
Aníbal.	 ,&n'ibaU
Anbar.	 &~Nb'ar
anábase.	 ,&n'ab&zy
anábate.	 ,&n'ab&tSy
anábato.	 ,&n'ab&tU
anábatro.	 ,&n'ab&tRU
anúbia.	 ,&n'ubj&
anóbio.	 ,&n'ObjU
Anúbis.	 ,&n'ubis
anábola.	 ,&n'abol&
ANC.	 '&~Nk
ancado.	 ,&~Nk'adU
Ancara.	 ,&~Nk'a*&
ancarapiteco.	 ,&~Nka*,apit'EkU
ancarense.	 ,&~Nka*'eINsy
anácaris.	 ,&n'ak&*is
ancarolol.	 ,&~Nka*ol'Ol
ancácia.	 ,&~Nk'asj&
Ancel.	 &~Ns'EU
Ancelmo.	 ,&~Ns'EUmU
ancenúbio.	 ,&~Nsen'ubjU
ancestim.	 ,&~NsestS'iN
ancestral.	 ,&~NsestR'aU
ancestre.	 ,&~Ns'EstRy
anceu.	 &~Ns'eU
anchaci.	 ,&~NSas'i
anchacilado.	 ,&~NSasil'adU
anchar.	 &~NS'ar
ancheza.	 ,&~NS'ez&
Anchieta.	 ,&~NSi;'et&
Anchieta-ES.	 ,&~NSi;'et&,E'Esy
Anchieta-Imigrantes.	 ,&~NSi;'et&,imigR'&~NtSys
anchietano.	 ,&~NSi;et'&~nU
Anchieta-SC.	 ,&~NSi;'et&,Esys'e
anchietense.	 ,&~NSi;et'eINsy
anchietina.	 ,&~NSi;etS'in&
anchiéteo.	 ,&~NSj'EtSjU
anchôneo.	 ,&~NS'oneU
anchão.	 &~NS'&U~
anchor.	 &~NS'or
anchos.	 '&~NSUs
anchova.	 ,&~NS'ov&
anchovado.	 ,&~NSov'adU
anchova-preta.	 ,&~NS'ov&pR'et&
anchovas-pretas.	 ,&~NS'ov&spR'et&s
anchura.	 ,&~NS'u*&
Anícia.	 ,&n'isj&
ancianense.	 ,&~Nsi;&n'eINsy
anciania.	 ,&~Nsi;&n'i;&
anciano.	 ,&~Nsi;'&~nU
anciate.	 ,&~Nsi;'atSy
ancil.	 &~Ns'iU
ancilanto.	 ,&~Nsil'&~NtU
ancilar.	 ,&~Nsil'ar
ancilócero.	 ,&~Nsil'Ose*U
ancilócoro.	 ,&~Nsil'Oko*U
ancilenteria.	 ,&~Nsil,eINte*'i;&
ancilentérico.	 ,&~NsileINt'E*ikU
ancilófobo.	 ,&~Nsil'OfobU
ancilógina.	 ,&~Nsil'OZin&
ancilistáceo.	 ,&~Nsilist'aseU
ancilisto.	 ,&~Nsil'istU
ancilite.	 ,&~Nsil'itSy
ancilômelo.	 ,&~Nsil'omelU
ancilômero.	 ,&~Nsil'ome*U
anciloblefaria.	 ,&~Nsil,oblefa*'i;&
ancilobléfaro.	 ,&~Nsilobl'Ef&*U
anciloclado.	 ,&~Nsilokl'adU
ancilocolpia.	 ,&~Nsil,okowp'i;&
ancilocolpo.	 ,&~Nsilok'owpU
ancilocoria.	 ,&~Nsil,oko*'i;&
ancilodactilia.	 ,&~Nsil,odaktSil'i;&
mbrola: Warning: k-t unkown, replaced with _-_
ancilodáctilo.	 ,&~Nsilod'aktSilU
mbrola: Warning: k-t unkown, replaced with _-_
ancilodonte.	 ,&~Nsilod'oNtSy
ancilodontia.	 ,&~Nsil,odoNtS'i;&
ancilofóbico.	 ,&~Nsilof'ObikU
ancilofobia.	 ,&~Nsil,ofob'i;&
anciloftalmia.	 ,&~Nsil,ofItaUm'i;&
anciloftalmo.	 ,&~Nsil,ofIt'aUmU
anciloglosse.	 ,&~Nsilogl'Osy
anciloglossia.	 ,&~Nsil,oglos'i;&
anciloglosso.	 ,&~Nsilogl'OsU
anciloglossotomia.	 ,&~Nsil,oglos,otom'i;&
anciloglossótomo.	 ,&~Nsil,oglos'OtomU
anciloglóssico.	 ,&~Nsilogl'OsikU
anciloide.	 ,&~Nsil'OIdZy
ancilomerismo.	 ,&~Nsil,ome*'izmU
mbrola: Warning: z-m unkown, replaced with _-_
ancilomerístico.	 ,&~Nsil,ome*'istSikU
ancilomérico.	 ,&~Nsilom'E*ikU
ancilopódico.	 ,&~Nsilop'OdZikU
ancilope.	 ,&~Nsil'Opy
ancilopodia.	 ,&~Nsil,opodZ'i;&
ancilopróctico.	 ,&~NsilopR'OktSikU
mbrola: Warning: k-t unkown, replaced with _-_
anciloproctia.	 ,&~Nsil,opRoktS'i;&
mbrola: Warning: k-t unkown, replaced with _-_
anciloquilia.	 ,&~Nsil,okil'i;&
anciloquílico.	 ,&~Nsilok'ilikU
ancilorrinco.	 ,&~Nsilox'iNkU
ancilorrinia.	 ,&~Nsil,oxin'i;&
ancilorrínico.	 ,&~Nsilox'inikU
ancilosar.	 ,&~Nsiloz'ar
ancilossauro.	 ,&~Nsilos'aU*U
ancilosteotômico.	 ,&~Nsil,osteot'omikU
ancilosteotomia.	 ,&~Nsil,oste,otom'i;&
ancilostômico.	 ,&~Nsilost'omikU
ancilostomíase.	 ,&~Nsil,ostom'i;&zy
ancilostomasia.	 ,&~Nsil,ostomaz'i;&
ancilostomídeo.	 ,&~Nsil,ostom'idZjU
ancilostomiásico.	 ,&~Nsil,ostomi;'azikU
ancilostomíneo.	 ,&~Nsil,ostom'ineU
ancilostomose.	 ,&~Nsil,ostom'Ozy
ancilostomótico.	 ,&~Nsil,ostom'OtSikU
ancilotermômetro.	 ,&~Nsil,ote*@-m'ometRU
mbrola: Warning: r-m unkown, replaced with _-_
ancilotia.	 ,&~NsilotS'i;&
ancilário.	 ,&~Nsil'a*jU
ancilóstomo.	 ,&~Nsil'OstomU
ancilótico.	 ,&~Nsil'OtSikU
ancilótomo.	 ,&~Nsil'OtomU
anciluretria.	 ,&~Nsil,u*etR'i;&
ancilurétrico.	 ,&~Nsilu*'EtRikU
ancinafal.	 ,&~Nsinaf'aU
ancinafida.	 ,&~Nsinaf'id&
ancinhar.	 ,&~Nsin^'ar
ancinheiro.	 ,&~Nsin^'eI*U
ancinhos.	 ,&~Ns'in^Us
ancinonida.	 ,&~Nsinon'id&
ancião.	 ,&~Nsi;'&U~
ancipitado.	 ,&~Nsipit'adU
ancipital.	 ,&~Nsipit'aU
ancirano.	 ,&~Nsi*'&~nU
ancirismo.	 ,&~Nsi*'izmU
mbrola: Warning: z-m unkown, replaced with _-_
ancirodoide.	 ,&~Nsi*od'OIdZy
anciroide.	 ,&~Nsi*'OIdZy
ancistrócero.	 ,&~NsistR'Ose*U
ancistróclado.	 ,&~NsistR'Okl&dU
ancistrólobo.	 ,&~NsistR'OlobU
ancistro.	 ,&~Ns'istRU
ancistrocarpo.	 ,&~NsistRok'a*@-pU
mbrola: Warning: r-p unkown, replaced with _-_
ancistrocladáceo.	 ,&~NsistR,oklad'aseU
ancistrocária.	 ,&~NsistRok'a*j&
ancistrodesmo.	 ,&~NsistRod'ezmU
mbrola: Warning: z-m unkown, replaced with _-_
ancistrofilo.	 ,&~NsistRof'ilU
ancitabina.	 ,&~Nsitab'in&
ancivérbio.	 ,&~Nsiv'E*@-bjU
mbrola: Warning: r-b unkown, replaced with _-_
anclabre.	 ,&~Nkl'abRy
anclabro.	 ,&~Nkl'abRU
anclaca.	 ,&~Nkl'ak&
anáclase.	 ,&n'akl&zy
ancólia.	 ,&~Nk'Olj&
ancílio.	 ,&~Ns'iljU
anáclise.	 ,&n'aklizy
ancálite.	 ,&~Nk'alitSy
ancômeno.	 ,&~Nk'omenU
ancôncace.	 ,&~Nk'oNk&sy
ancôneo.	 ,&~Nk'oneU
ancônio.	 ,&~Nk'onjU
anco.	 '&~NkU
ancol.	 &~Nk'Ol
anácola.	 ,&n'akol&
ancolia.	 ,&~Nkol'i;&
ancomenino.	 ,&~Nkomen'inU
ancomênida.	 ,&~Nkom'enid&
ancona.	 ,&~Nk'on&
anconagra.	 ,&~Nkon'agR&
anconócace.	 ,&~Nkon'Ok&sy
anconócaco.	 ,&~Nkon'Ok&kU
anconitano.	 ,&~Nkonit'&~nU
anconite.	 ,&~Nkon'itSy
ancoradoiro.	 ,&~Nko*ad'oI*U
ancoradouro.	 ,&~Nko*ad'ow*U
ancoragem.	 ,&~Nko*'aZeIN
ancoração.	 ,&~Nko*as'&U~
ancorar.	 ,&~Nko*'ar
ancorela.	 ,&~Nko*'El&
ancorete.	 ,&~Nko*'EtSy
ancoriense.	 ,&~Nko*i;'eINsy
ancorina.	 ,&~Nko*'in&
ancorinídeo.	 ,&~Nko*in'idZjU
ancorote.	 ,&~Nko*'OtSy
ancoxa.	 ,&~Nk'oks&
ancípite.	 ,&~Ns'ipitSy
ancramite.	 ,&~NkR&m'itSy
ancramito.	 ,&~NkR&m'itU
ancrode.	 ,&~NkR'OdZy
ancúseo.	 ,&~Nk'uzeU
ancúsico.	 ,&~Nk'uzikU
ancéstrula.	 ,&~Ns'EstRul&
ancátia.	 ,&~Nk'atSj&
ancubi.	 ,&~Nkub'i
ancudita.	 ,&~NkudZ'it&
ancudo.	 ,&~Nk'udU
ancula.	 ,&~Nk'ul&
anóculo.	 ,&n'OkulU
ancusa.	 ,&~Nk'uz&
ancusina.	 ,&~Nkuz'in&
andó.	 &~Nd'O
andaca.	 ,&~Nd'ak&
andacaá.	 ,&~Ndaka'a
andadeiro.	 ,&~Ndad'eI*U
andador-das-almas.	 ,&~Ndad'ordaz'aUm&s
andadores-das-almas.	 ,&~Ndad'o*ysdaz'aUm&s
andadoria.	 ,&~Ndado*'i;&
andadura.	 ,&~Ndad'u*&
andagem.	 ,&~Nd'aZeIN
andaguaçu.	 ,&~Ndagwas'u
andaiá.	 ,&~NdaI;'a
andaia.	 ,&~Nd'aI;&
andaiá-açu.	 ,&~NdaI;'aas'u
andaimar.	 ,&~NdaIm'ar
andaime.	 ,&~Nd'aImy
andaimoso.	 ,&~NdaIm'ozU
andaina.	 ,&~Nd'aIn&
andaiás-açus.	 ,&~NdaI;'azas'us
andalgalai.	 ,&~NdaUgal'aI
andalha.	 ,&~Nd'al^&
andalim.	 ,&~Ndal'iN
andalão.	 ,&~Ndal'&U~
andaluz.	 ,&~Ndal'us
andaluza.	 ,&~Ndal'uz&
andaluzi.	 ,&~Ndaluz'i
Andaluzia.	 ,&~Ndaluz'i;&
andaluzismo.	 ,&~Ndaluz'izmU
mbrola: Warning: z-m unkown, replaced with _-_
andaluzite.	 ,&~Ndaluz'itSy
andaluzito.	 ,&~Ndaluz'itU
andaluzístico.	 ,&~Ndaluz'istSikU
andaluzítico.	 ,&~Ndaluz'itSikU
andamano.	 ,&~Nd&m'&~nU
andamanês.	 ,&~Nd&m&~n'es
andamoso.	 ,&~Nd&m'ozU
andança.	 ,&~Nd'&~Ns&
andana.	 ,&~Nd'&~n&
andanho.	 ,&~Nd'&~n^U
andantesco.	 ,&~Nd&~Nt'eskU
andantino.	 ,&~Nd&~NtS'inU
andação.	 ,&~Ndas'&U~
andaço.	 ,&~Nd'asU
andapé.	 ,&~Ndap'E
anda-que-anda.	 '&~Nd&ky;'&~Nd&
andaquira.	 ,&~Ndak'i*&
andar.	 &~Nd'ar
Andaraí.	 ,&~Nda*a'i
Andaraí-BA.	 ,&~Nda*a'ib,e'a
andaraiense.	 ,&~Nda*aI;'eINsy
andareco.	 ,&~Nda*'EkU
andarego.	 ,&~Nda*'EgU
andarejo.	 ,&~Nda*'eZU
andarengo.	 ,&~Nda*'eINgU
andaresa.	 ,&~Nda*'ez&
andaricense.	 ,&~Nda*is'eINsy
andarilhar.	 ,&~Nda*il^'ar
andarilhos.	 ,&~Nda*'il^Us
andarim.	 ,&~Nda*'iN
andarivelo.	 ,&~Nda*iv'ElU
andar-modelo.	 &~Nd'arm,od'elU
andarovel.	 ,&~Nda*ov'EU
andarível.	 ,&~Nda*'iveU
andá-açu.	 &~Nd'aas'u
andaval.	 ,&~Ndav'aU
andábata.	 ,&~Nd'ab&t&
andóbia.	 ,&~Nd'Obj&
Andócides.	 ,&~Nd'OsidZys
andécola.	 ,&~Nd'Ekol&
andebol.	 ,&~Ndeb'Ol
andebolista.	 ,&~Ndebol'ist&
andebolístico.	 ,&~Ndebol'istSikU
andecavo.	 ,&~Ndek'avU
andeclásico.	 ,&~Ndekl'azikU
andeclásio.	 ,&~Ndekl'azjU
andeirada.	 ,&~NdeI*'ad&
andeiro.	 ,&~Nd'eI*U
andejar.	 ,&~NdeZ'ar
andejos.	 ,&~Nd'eZUs
anderesa.	 ,&~Nde*'ez&
anderosite.	 ,&~Nde*oz'itSy
andersônia.	 ,&~Nde*@-s'onj&
mbrola: Warning: r-s unkown, replaced with _-_
Anderson.	 '&ndersoN
mbrola: Warning: n-d unkown, replaced with _-_
andersonita.	 ,&~Nde*@-son'it&
mbrola: Warning: r-s unkown, replaced with _-_
andesense.	 ,&~Ndez'eINsy
andesinita.	 ,&~Ndezin'it&
andesino.	 ,&~Ndez'inU
andesismo.	 ,&~Ndez'izmU
mbrola: Warning: z-m unkown, replaced with _-_
andesite.	 ,&~Ndez'itSy
andesitito.	 ,&~NdezitS'itU
andesito.	 ,&~Ndez'itU
andesitítico.	 ,&~NdezitS'itSikU
andesístico.	 ,&~Ndez'istSikU
andesítico.	 ,&~Ndez'itSikU
andégavo.	 ,&~Nd'Eg&vU
andígena.	 ,&~NdZ'iZen&
Andiberto.	 ,&~NdZib'E*@-tU
mbrola: Warning: r-t unkown, replaced with _-_
andiche.	 ,&~NdZ'iSy
andilha.	 ,&~NdZ'il^&
andilheiro.	 ,&~NdZil^'eI*U
andim.	 &~NdZ'iN
andim-palmeira.	 &~NdZ'iNp,aUm'eI*&
andineiro.	 ,&~NdZin'eI*U
andinha.	 ,&~NdZ'in^&
andinismo.	 ,&~NdZin'izmU
mbrola: Warning: z-m unkown, replaced with _-_
anódino.	 ,&n'OdZinU
andino.	 ,&~NdZ'inU
andins-palmeira.	 &~NdZ'iNs#p,aUm'eI*&
andinístico.	 ,&~NdZin'istSikU
Andir.	 &~NdZ'ir
andirá.	 ,&~NdZi*'a
andira.	 ,&~NdZ'i*&
andiraí.	 ,&~NdZi*a'i
andiraíba.	 ,&~NdZi*a'ib&
andiraense.	 ,&~NdZi*a'eINsy
andiraguar.	 ,&~NdZi*agw'ar
andirá-aibaiariba.	 ,&~NdZi*'a,aIbaI;a*'ib&
Andira-PR.	 ,&~NdZ'i*&p,e'Exe
andirapuampé.	 ,&~NdZi*,apu&~Np'E
andirá-araroba.	 ,&~NdZi*'a,a*a*'ob&
andirassonde.	 ,&~NdZi*as'oNdZy
andirá-açu.	 ,&~NdZi*'aas'u
andiraçu.	 ,&~NdZi*as'u
andirauxi.	 ,&~NdZi*aUS'i
andirá-da-várzea.	 ,&~NdZi*'adav'a*@-ze&
mbrola: Warning: r-z unkown, replaced with _-_
andirense.	 ,&~NdZi*'eINsy
andirá-guandirá.	 ,&~NdZi*'agw,&~NdZi*'a
andirá-guaçu.	 ,&~NdZi*'agwas'u
andirina.	 ,&~NdZi*'in&
andiroba.	 ,&~NdZi*'ob&
andiroba-branca.	 ,&~NdZi*'ob&bR'&~Nk&
andiroba-do-iguapó.	 ,&~NdZi*'ob&dU,igwap'O
andiroba-jareuá.	 ,&~NdZi*'ob&Z,a*eU'a
andirobal.	 ,&~NdZi*ob'aU
andirobalense.	 ,&~NdZi*,obal'eINsy
andirobana.	 ,&~NdZi*ob'&~n&
andirobarana.	 ,&~NdZi*,oba*'&~n&
andiroba-saruba.	 ,&~NdZi*'ob&s,a*'ub&
andirobas-brancas.	 ,&~NdZi*'ob&sbR'&~Nk&s
andirobas-do-iguapó.	 ,&~NdZi*'ob&sdU,igwap'O
andirobas-jareuá.	 ,&~NdZi*'ob&sZ,a*eU'a
andirobas-sarubas.	 ,&~NdZi*'ob&ss,a*'ub&s
andirobas-surubas.	 ,&~NdZi*'ob&ss,u*'ub&s
andiroba-suruba.	 ,&~NdZi*'ob&s,u*'ub&
andirobas-vermelhas.	 ,&~NdZi*'ob&sv,e*@-m'el^&s
mbrola: Warning: r-m unkown, replaced with _-_
andiroba-vermelha.	 ,&~NdZi*'ob&v,e*@-m'el^&
mbrola: Warning: r-m unkown, replaced with _-_
andirobeira.	 ,&~NdZi*ob'eI*&
andirobense.	 ,&~NdZi*ob'eINsy
andirobina.	 ,&~NdZi*ob'in&
andirotânico.	 ,&~NdZi*ot'&~nikU
andirova.	 ,&~NdZi*'Ov&
andiroval.	 ,&~NdZi*ov'aU
andirá-puampé.	 ,&~NdZi*'ap,u&~Np'E
andirás-aibaiaribas.	 ,&~NdZi*'az,aIbaI;a*'ib&s
andirás-ararobas.	 ,&~NdZi*'az,a*a*'ob&s
andirás-açus.	 ,&~NdZi*'azas'us
andirás-da-várzea.	 ,&~NdZi*'asdav'a*@-ze&
mbrola: Warning: r-z unkown, replaced with _-_
andirás-guandirás.	 ,&~NdZi*'asgw,&~NdZi*'as
andirás-guaçus.	 ,&~NdZi*'asgwas'us
andirás-puampés.	 ,&~NdZi*'asp,u&~Np'Es
anúdiva.	 ,&n'udZiv&
andizete.	 ,&~NdZiz'EtSy
anódmico.	 ,&n'OdZImikU
andoar.	 ,&~Ndo'ar
ando-boliviano.	 '&~NdUb,olivi;'&~nU
ando-chileno.	 '&~NdUS,il'enU
Andocleia.	 ,&~Ndokl'eI;&
ando-colombiano.	 '&~NdUk,oloNbi;'&~nU
andoeira.	 ,&~Ndo'eI*&
ando-equatoriano.	 '&~NdU,ekwat,o*i;'&~nU
andolo.	 ,&~Nd'OlU
andologense.	 ,&~NdoloZ'eINsy
Andomar.	 ,&~Ndom'ar
andonde.	 ,&~Nd'oNdZy
andone.	 ,&~Nd'ony
andoni.	 ,&~Ndon'i
ando-peruano.	 '&~NdUp,e*u'&~nU
andor.	 &~Nd'or
andores-império.	 ,&~Nd'o*yz,iNp'E*jU
andoria.	 ,&~Ndo*'i;&
andoriano.	 ,&~Ndo*i;'&~nU
andor-império.	 &~Nd'o*,iNp'E*jU
andorinha-azul.	 ,&~Ndo*'in^&az'uw
andorinha-azul-e-branca.	 ,&~Ndo*'in^&az'uwibR'&~Nk&
Andorinha-BA.	 ,&~Ndo*'in^&b,e'a
andorinha-cavadeira.	 ,&~Ndo*'in^&k,avad'eI*&
andorinha-coleira.	 ,&~Ndo*'in^&k,ol'eI*&
andorinha-da-chaminé.	 ,&~Ndo*'in^&daS,&min'E
andorinha-das-casas.	 ,&~Ndo*'in^&dask'az&s
andorinha-da-serra.	 ,&~Ndo*'in^&das'Ex&
andorinha-das-minas.	 ,&~Ndo*'in^&dasm'in&s
andorinha-das-rochas.	 ,&~Ndo*'in^&dasx'OS&s
andorinha-de-bando.	 ,&~Ndo*'in^&dZyb'&~NdU
andorinha-de-casa.	 ,&~Ndo*'in^&dZyk'az&
andorinha-de-pau-oco.	 ,&~Ndo*'in^&dZyp'aU'okU
andorinha-de-pescoço-vermelho.	 ,&~Ndo*'in^&dZyp,esk'osUv,e*@-m'el^U
mbrola: Warning: r-m unkown, replaced with _-_
andorinha-de-rabo-branco.	 ,&~Ndo*'in^&dZyx'abUbR'&~NkU
andorinha-do-barranco.	 ,&~Ndo*'in^&dUb,ax'&~NkU
andorinha-do-campo.	 ,&~Ndo*'in^&dUk'&~NpU
andorinha-do-chão.	 ,&~Ndo*'in^&dUS'&U~
andorinha-do-mar.	 ,&~Ndo*'in^&dUm'ar
andorinha-do-mar-preta.	 ,&~Ndo*'in^&dUm'arpR'et&
andorinha-do-mato.	 ,&~Ndo*'in^&dUm'atU
andorinha-doméstica-grande.	 ,&~Ndo*'in^&d,om'EstSik&gR'&~NdZy
andorinha-grande.	 ,&~Ndo*'in^&gR'&~NdZy
andorinhas-azuis.	 ,&~Ndo*'in^&zaz'uIs
andorinhas-azuis-e-brancas.	 ,&~Ndo*'in^&zaz'uIzibR'&~Nk&s
andorinhas-cavadeiras.	 ,&~Ndo*'in^&sk,avad'eI*&s
andorinhas-coleiras.	 ,&~Ndo*'in^&sk,ol'eI*&s
andorinhas-da-chaminé.	 ,&~Ndo*'in^&sdaS,&min'E
andorinhas-das-casas.	 ,&~Ndo*'in^&sdask'az&s
andorinhas-da-serra.	 ,&~Ndo*'in^&sdas'Ex&
andorinhas-das-minas.	 ,&~Ndo*'in^&sdasm'in&s
andorinhas-das-rochas.	 ,&~Ndo*'in^&sdasx'OS&s
andorinhas-de-bando.	 ,&~Ndo*'in^&sdZyb'&~NdU
andorinhas-de-casa.	 ,&~Ndo*'in^&sdZyk'az&
andorinhas-de-pau-oco.	 ,&~Ndo*'in^&sdZyp'aU'okU
andorinhas-de-pescoço-vermelho.	 ,&~Ndo*'in^&sdZyp,esk'osUv,e*@-m'el^U
mbrola: Warning: r-m unkown, replaced with _-_
andorinhas-de-rabo-branco.	 ,&~Ndo*'in^&sdZyx'abUbR'&~NkU
andorinhas-do-barranco.	 ,&~Ndo*'in^&sdUb,ax'&~NkU
andorinhas-do-campo.	 ,&~Ndo*'in^&sdUk'&~NpU
andorinhas-do-chão.	 ,&~Ndo*'in^&sdUS'&U~
andorinhas-do-mar.	 ,&~Ndo*'in^&sdUm'ar
andorinhas-do-mar-pretas.	 ,&~Ndo*'in^&sdUm'arpR'et&s
andorinhas-do-mato.	 ,&~Ndo*'in^&sdUm'atU
andorinhão.	 ,&~Ndo*in^'&U~
andorinho.	 ,&~Ndo*'in^U
andorino.	 ,&~Ndo*'inU
andorisco.	 ,&~Ndo*'iskU
Andorra.	 ,&~Nd'ox&
andorrano.	 ,&~Ndox'&~nU
andorrense.	 ,&~Ndox'eINsy
andorriano.	 ,&~Ndoxi;'&~nU
andoxovir.	 ,&~Ndoksov'ir
André.	 &~NdR'E
Andréa.	 ,&~NdR'E&
andracneia.	 ,&~NdRakIn'eI;&
Andradas-MG.	 ,&~NdR'ad&s,emeZ'e
Andrade.	 ,&~NdR'adZy
Andrade-MG.	 ,&~NdR'adZy;,emeZ'e
andradense.	 ,&~NdRad'eINsy
Andradina.	 ,&~NdRadZ'in&
Andradina-MS.	 ,&~NdRadZ'in&,eme'Esy
Andradina-SP.	 ,&~NdRadZ'in&,Esyp'e
andradinense.	 ,&~NdRadZin'eINsy
andradite.	 ,&~NdRadZ'itSy
andradítico.	 ,&~NdRadZ'itSikU
andragógico.	 ,&~NdRag'OZikU
andrajo.	 ,&~NdR'aZU
andrajoso.	 ,&~NdRaZ'ozU
Andrée.	 ,&~NdR'Ey
Andreana.	 ,&~NdRe'&~n&
Andreas.	 ,&~NdR'E&s
Andreazza.	 ,&~NdRe'azIz&
Andreazza-RO.	 ,&~NdRe'azIz&,Exe'O
andrebelo.	 ,&~NdReb'ElU
andreense.	 ,&~NdRe'eINsy
Andrei.	 &~NdR'eI
Andreia.	 ,&~NdR'EI&
Andreina.	 ,&~NdR'eIn&
andrelandense.	 ,&~NdRel&~Nd'eINsy
Andrelino.	 ,&~NdRel'inU
Andrelândia.	 ,&~NdRel'&~NdZj&
Andrelândia-MG.	 ,&~NdRel'&~NdZj&,emeZ'e
Andreoli.	 ,&~NdReol'i
Andressa.	 ,&~NdR'Es&
Andreza.	 ,&~NdR'ez&
Andrezinho.	 ,&~NdRez'in^U
andrófago.	 ,&~NdR'Of&gU
andrófilo.	 ,&~NdR'OfilU
andrófobo.	 ,&~NdR'OfobU
andróforo.	 ,&~NdR'Ofo*U
andrógeno.	 ,&~NdR'OZenU
andrógino.	 ,&~NdR'OZinU
Andria.	 ,&~NdR'i;&
anédrico.	 ,&n'EdRikU
anídrido.	 ,&n'idRidU
Andrino.	 ,&~NdR'inU
andrio.	 &~NdR'iU
andrólatra.	 ,&~NdR'Ol&tR&
Andrômaca.	 ,&~NdR'om&k&
Andrámaco.	 ,&~NdR'am&kU
andrômana.	 ,&~NdR'om&n&
andrômeda.	 ,&~NdR'omed&
andrômina.	 ,&~NdR'omin&
Andrônico.	 ,&~NdR'onikU
androcefaloide.	 ,&~NdRos,efal'OIdZy
androcentrismo.	 ,&~NdRoseINtR'izmU
mbrola: Warning: z-m unkown, replaced with _-_
androceu.	 ,&~NdRos'eU
androdioicismo.	 ,&~NdRodZ,i;oIs'izmU
mbrola: Warning: z-m unkown, replaced with _-_
androdínamo.	 ,&~NdRodZ'in&mU
androfagia.	 ,&~NdRofaZ'i;&
androfilia.	 ,&~NdRofil'i;&
androfobia.	 ,&~NdRofob'i;&
androgenesia.	 ,&~NdRoZ,enez'i;&
androgenia.	 ,&~NdRoZen'i;&
androgenismo.	 ,&~NdRoZen'izmU
mbrola: Warning: z-m unkown, replaced with _-_
androgenésico.	 ,&~NdRoZen'EzikU
androgenético.	 ,&~NdRoZen'EtSikU
Androgeu.	 ,&~NdRoZ'eU
androginóforo.	 ,&~NdRoZin'Ofo*U
androginia.	 ,&~NdRoZin'i;&
androginismo.	 ,&~NdRoZin'izmU
mbrola: Warning: z-m unkown, replaced with _-_
androginoide.	 ,&~NdRoZin'OIdZy
androgênese.	 ,&~NdRoZ'enezy
androgênico.	 ,&~NdRoZ'enikU
androgênio.	 ,&~NdRoZ'enjU
androide.	 ,&~NdR'OIdZy
androlatria.	 ,&~NdRolatR'i;&
andrológico.	 ,&~NdRol'OZikU
andrologia.	 ,&~NdRoloZ'i;&
andrologista.	 ,&~NdRoloZ'ist&
androlátrico.	 ,&~NdRol'atRikU
androma.	 ,&~NdR'om&
andromaníaca.	 ,&~NdRom&n'i;&k&
andromania.	 ,&~NdRom&n'i;&
anádromo.	 ,&n'adRomU
andromonoicismo.	 ,&~NdRom,onoIs'izmU
mbrola: Warning: z-m unkown, replaced with _-_
andromonoico.	 ,&~NdRomon'OIkU
andromorfo.	 ,&~NdRom'o*@-fU
mbrola: Warning: r-f unkown, replaced with _-_
andropausa.	 ,&~NdRop'aUz&
androrropia.	 ,&~NdRoxop'i;&
androsemo.	 ,&~NdRoz'emU
androsperma.	 ,&~NdRosp'E*@-m&
mbrola: Warning: r-m unkown, replaced with _-_
androstanolona.	 ,&~NdRost,&nol'on&
androstenediona.	 ,&~NdRost,enedZi;'on&
androsterona.	 ,&~NdRoste*'on&
André-PB.	 &~NdR'Ep,eb'e
André-SP.	 &~NdR'E,Esyp'e
Andruscha.	 ,&~NdR'usS&
andás-açus.	 &~Nd'azas'us
Andson.	 '&~NdZIsoN
andu.	 &~Nd'u
Andulo.	 ,&~Nd'ulU
andurrial.	 ,&~Nduxi;'aU
anúduva.	 ,&n'uduv&
anduzeiro.	 ,&~Nduz'eI*U
andável.	 ,&~Nd'aveU
aneaqui.	 ,&neak'i
anear.	 ,&ne'ar
anebecarpia.	 ,&neb,eka*@-p'i;&
mbrola: Warning: r-p unkown, replaced with _-_
anecdótico.	 ,&nekId'OtSikU
Aneci.	 ,&nes'i
anecúmeno.	 ,&nek'u~menU
anecoico.	 ,&nek'OIkU
anecoide.	 ,&nek'OIdZy
anecortave.	 ,&neko*@-t'avy
mbrola: Warning: r-t unkown, replaced with _-_
anecral.	 ,&nekR'aU
anecril.	 ,&nekR'iU
anectasia.	 ,&nektaz'i;&
anectasina.	 ,&nektaz'in&
